,nid,title,content,time,url,language,event
18,EnglishZhongGuoRiBao-2019-04-10 02:51-18,"          China, EU reaffirm commitment to Iran nuclear deal        ","BRUSSELS -- China and the European Union (EU) on Tuesday reaffirmed their commitment to the continued, full and effective implementation of the Joint Comprehensive Plan of Action (JCPOA), commonly known as the Iran nuclear deal. The reaffirmation came as China and the EU issued a joint statement after their 21st leaders' meeting held here on Tuesday afternoon. The two sides recalled that the JCPOA is a key element of the global non-proliferation architecture and a significant diplomatic achievement endorsed unanimously by the UN Security Council in its Resolution 2231, the statement said. The two sides ""reaffirm their commitment to its continued, full and effective implementation, as well as their efforts to preserve economic benefits for Iran,"" it said. China and the EU recalled the importance of the Arak modernization project, and the need to continue their common efforts in this regard, it said. Both sides welcomed the fact that the International Atomic Energy Agency (IAEA) has confirmed in 14 consecutive reports the continued adherence by Iran to its nuclear-related commitments, it said. On the situation in Venezuela, the statement said China and the EU are following closely the evolving situation in Venezuela and are willing to work with other parties on a political, peaceful and democratic solution decided by the people of Venezuela. The statement also said that China, the EU and its member states are parties to the United Nations Convention on the Law of the Sea and respect the maritime order based on international law and uphold freedom of navigation and overflight enjoyed by all states in accordance with international law. The EU welcomes the ongoing consultations between China and the Association of Southeast Asian Nations (ASEAN) aimed at the conclusion of an effective Code of Conduct (COC) for the South China Sea.",2019-04-10 02:51,https://www.chinadaily.com.cn/a/201904/10/WS5cace9b0a3104842260b541a.html,chinese,South China Sea dispute
19,EnglishZhongGuoRiBao-2019-04-09 22:47-19,          Full text of China-EU summit joint statement        ,"BRUSSELS -- The following is the full text of a joint statement that China and the European Union (EU) issued Tuesday during a visit by Chinese Premier Li Keqiang. China-EU Summit Joint statement  Brussels, 9 April 2019 Introduction 1. H.E. Li Keqiang, Premier of the State Council of the People's Republic of China, H.E. Donald Tusk, President of the European Council, and H.E. Jean-Claude Juncker, President of the European Commission, met in Brussels today for the 21st China-EU Summit and issued the following statement. 2. China and the EU reaffirm the strength of their Comprehensive Strategic Partnership, their resolve to work together for peace, prosperity and sustainable development and their commitment to multilateralism, and respect for international law and for fundamental norms governing international relations, with the United Nations (UN) at its core. The two sides commit to uphold the UN Charter and international law, and all three pillars of the UN system, namely peace and security, development and human rights. The EU reaffirmed its one-China policy. Bilateral relations 3. The leaders reaffirmed their commitment to deepening their partnership for peace, growth, reform and civilisation based on the principles of mutual respect, trust, equality and mutual benefit, by comprehensively implementing the China-EU 2020 Strategic Agenda for Cooperation. China and the EU commit to strengthen cooperation, notably in the framework of their ongoing bilateral Dialogues. Both sides welcome the recently held High-Level Strategic Dialogue. In order to further expand and deepen exchanges and cooperation beyond 2020, China and the EU will adopt a new cooperation agenda by the next China-EU Summit. 4. China and the EU commit to build their economic relationship on openness, non-discrimination, and fair competition, ensuring a level playing field, transparency, and based on mutual benefits. The two sides commit to achieve in the course of 2019 the decisive progress required, notably with regard to the liberalisation commitments, for the conclusion of an ambitious China-EU Comprehensive Investment Agreement in 2020. The high level of ambition will be reflected in substantially improved market access, the elimination of discriminatory requirements and practices affecting foreign investors, the establishment of a balanced investment protection framework and the inclusion of provisions on investment and sustainable development. Both sides agree to establish a political mechanism to continuously monitor the progress in the negotiations and to report to leaders by the end of the year on the progress made. 5. China and the EU commit to ensure equitable and mutually beneficial cooperation in bilateral trade and investment. They reiterate their willingness to enhance bilateral economic cooperation, trade and investment and to provide each other with broader and more facilitated, non-discriminatory market access. With this in mind, China and the EU will intensify work towards finding mutually agreeable solutions to a number of key barriers as identified by both parties, with a stocktaking taking place at the next China-EU Summit. Against this background, the two sides will meet as soon as possible and work expeditiously towards concrete progress through existing channels. The two sides reaffirmed the importance of adhering to international scientific standards.",2019-04-09 22:47,https://www.chinadaily.com.cn/a/201904/09/WS5cacb083a3104842260b53f8.html,chinese,South China Sea dispute
20,EnglishZhongGuoRiBao-2019-04-04 00:22-20,"          China, Philippines hope for early conclusion of COC talks        ","MANILA -- China and the Philippines wrapped up their bilateral talks on the South China Sea issues here on Wednesday, with both sides hoping for an early conclusion of a Code of Conduct in the South China Sea. ""Both sides reiterated their commitments to full and effective implementation of the 2002 Declaration on the Conduct of Parties in the South China Sea and agreed to maintain the positive momentum of the negotiations towards the early conclusion of a Code of Conduct in the South China Sea, based on consensus,"" a statement, issued after the talks, read. China and the Philippines convened the Fourth Meeting of the Bilateral Consultation Mechanism (BCM) on the South China Sea on Wednesday in Manila, respectively led by Vice Foreign Minister Kong Xuanyou on the Chinese side, and Foreign Affairs Assistant Secretary Meynardo LB. Montealegre of the Office of Asian and Pacific Affairs on the Philippines side. ""Both sides affirmed the importance of the BCM as a venue for enhanced and regular dialogue. Both sides also noted the significance of the BCM as a platform for pursuing measures to increase mutual trust and confidence,"" the statement read. In this regard, both sides acknowledged that the BCM, as a forum for raising differences with a view to addressing them, preventing and properly managing incidents at sea, and enhancing maritime dialogue and cooperation, can play a significant role in the stable and steady development of bilateral relations. ""Both sides reiterated that while the contentious issues in the South China Sea should not be ignored, they are not the sum total of the Philippines-China relations and should not exclude mutually beneficial cooperation in other fields,"" the statement said. Both sides also reaffirmed the importance of maintaining and promoting regional peace and stability, freedom of navigation in and over-flight above the South China Sea. Both sides reiterated their commitment to addressing disputes by peaceful means, without resorting to the threat or use of force, through friendly consultations and negotiations by sovereign states directly concerned, in accordance with universally recognized principles of international law, including the Charter of the United Nations and the 1982 United Nations Convention on the Law of the Sea (UNCLOS). Both sides likewise agreed that their bilateral relations should serve the interests of the Filipino and Chinese peoples and contribute to peace, stability, and development in the region. Both sides also exchanged views on oil and gas development. The two sides also recognized the importance of other complementary multilateral platforms, including ASEAN-China Dialogue Relations, ASEAN Regional Forum, and East Asia Summit, in promoting peace and stability in the region.",2019-04-04 00:22,https://usa.chinadaily.com.cn/a/201904/04/WS5ca4ddc9a3104842260b44b1.html,chinese,South China Sea dispute
21,EnglishZhongGuoRiBao-2019-03-21 06:37-21,          The Daily Telegraph publishes a signed article by ambassador Liu Xiaoming        ,"On March 20, 2019, the Daily Telegraph and its website published a signed article by Ambassador Liu Xiaoming entitled 'Gunboat diplomacy' does not promote peace. The full text is as follows: Asserting their nation's right to freedom of navigation has long been an excuse for certain Western politicians to flex their military muscles by sending naval vessels to the South China Sea. I want to set the record straight on three key issues about the sea in the hope that such behaviour will end. First, freedom of navigation in the South China Sea is already protected under international law. Every year, more than 100,000 merchant vessels, which between them account for one third of the world's seaborne trade, pass through the South China Sea. Never has any single one of them been interrupted or impeded. For China, the world's largest trader in goods in 2018 (with trade valuing $4.62 trillion) and a key trading partner for more than 130 countries and regions in the world, the South China Sea is the route taken by more than 60 per cent of its seaborne trade. The majority of the goods traded between the UK and China, which last year topped $80 billion for the first time, were shipped through the South China Sea. What's more, 85 per cent of our energy imports also pass through it. There can be no doubt that the South China Sea has the world's busiest, safest and freest shipping lanes.Those who keep calling ""freedom of navigation"" in the South China Sea an issue are therefore, as a Chinese adage so aptly describes, ""worrying about troubles of their own imagination"". Second, the situation in the South China Sea is not as unstable as is often claimed. Yes, there are disputes over territorial sovereignty, maritime rights, and interests which involve complicated elements of history, law, politics and even national sentiments. But, the only way to a proper settlement is through negotiation and consultation on the basis of the free will and sovereign equality of the parties concerned. That is exactly what we and other nations have been working towards. Over the years, China and members of the Association of the Southeast Asian Nations (ASEAN) have been working actively to address the South China Sea issue. Together we signed the Declaration on the Conduct of Parties in the South China Sea (DOC) in 2002. Since then we have conducted vigorous negotiations on the Code of Conduct in the South China Sea (COC) which resulted in a single draft text of the COC, the first reading of which will have been completed by the end of this year. The parties have also agreed on China's proposal to complete COC negotiations within three years. The relevant disputes have not affected the development of bilateral relations between China and other states in the region. Rather, they have prompted the parties to sit down together and discuss plans to achieve stability and safeguard peace. The most recent example was President Xi Jinping's successful state visit to the Philippines, during which China and the Philippines reached a Memorandum of Understanding (MOU) on future co-operation on oil and gas development in the area. All these show that the countries surrounding the South China Sea have the confidence, capability and wisdom to deal with their differences properly and maintain steady progress towards improving the situation. Which brings me to my third point, the behaviour of other countries who choose to send warships on so-called ""freedom of navigation"" operations. The South China Sea is more than three million square kilometres in area and has numerous shipping lanes. However, some still choose to steer their navy warships close to the waters adjacent to China's islands and reefs. Some even illegally enter China's territorial waters. These moves flagrantly infringe upon China's sovereignty and maritime rights, deliberately drive a wedge between China and its neighbours, and exacerbate regional tensions. If these acts of gunboat diplomacy, motivated by a Cold War mentality, are not deliberate attempts to stir up trouble then I don't know what is. The world must say no to these hegemonic actions. How can we possibly have international justice and order if a country is free to run amok on another's doorstep just because it has a few ocean-going warships? ""Freedom of navigation"" is not a licence to do whatever one wants. The South China Sea needs peace rather than conflict, stability rather than turbulence. It serves the interests of not only countries in the region but also all the countries in the world. That is why it is vital that countries outside the region come to recognise how important this is to all people, and contribute to the peace and stability of the South China Sea, rather than doing the opposite.",2019-03-21 06:37,https://africa.chinadaily.com.cn/a/201903/21/WS5c92c091a3104842260b1aca.html,chinese,South China Sea dispute
22,EnglishZhongGuoRiBao-2019-03-02 08:10-22,          Dueling resolutions on Venezuela fail        ,"The United Nations Security Council on Thursday did not adopt either of two rival draft resolutions on Venezuela proposed by the United States and Russia. The US draft called for the holding of new elections and recognition of Venezuelan opposition leader Juan Guaido, who declared himself ""interim president"" and was recognized by Washington and some other countries. It received nine votes in favor, three against, and three abstentions in the 15-member council. Russia and China, as well as South Africa, opposed the resolution. A resolution needs nine votes in favor and no opposition by either Russia, China, France, the United Kingdom or the US to pass.   Wu Haitao, China's deputy permanent representative to the UN, reiterated that China opposes external forces interfering in Venezuela's internal affairs and opposes military intervention in the South American country. ""The draft resolution before us (from the US) is seriously inconsistent with China's principal position, as I stated above. Therefore, China had to vote against it,"" Wu said. Minutes later, the council voted on the Russian draft, which called for a peaceful settlement of disputes and a political solution, and reaffirmed the primary role of the government in seeking and consenting to international aid. ""We drafted an alternative draft resolution, the aim of which is not to incite political intrigues and regime change but rather to genuinely help the Venezuelan people in efforts to normalize the situation in the country,"" said Russian Ambassador Vassily Nebenzia. The Russian draft gained four votes in favor, seven against and four abstentions. China voted in favor, joined by Russia, South Africa and Equatorial Guinea. Wu called upon the Venezuelan government and opposition parties to seek a political solution through dialogue within the constitutional and legal framework. Third meeting It was the third Security Council meeting seeking solutions to the political tensions in Venezuela, which began to escalate in January. According to Xinhua News Agency, a US-backed effort on Saturday to deliver ""humanitarian aid"" to Venezuela through border crossings met strong resistance from the Venezuelan government, as President Nicolas Maduro said the alleged aid, mainly from the US, was cover for a military invasion.",2019-03-02 08:10,https://www.chinadaily.com.cn/a/201903/02/WS5c79c9f0a3106c65c34ec4b0.html,chinese,South China Sea dispute
23,EnglishZhongGuoRiBao-2019-03-01 23:34-23,          Dueling resolutions on Venezuela fail at UN        ,"US resolution supports opposition leader, while Russia calls for peaceful settlement of disputes; China opposes external forces The United Nations Security Council on Thursday did not adopt either of two rival draft resolutions on Venezuela proposed by the United States and Russia. The American draft called for the holding of new elections and recognition of self-proclaimed interim president Juan Guaido. The US draft gained nine votes in favor, three against and three abstentions on the 15-member council. Russia, China and South Africa voted against the text. A resolution needs nine votes in favor and no vetoes by either Russia, China, France, Britain or the US to pass. Wu Haitao, China's deputy permanent representative to the UN, reiterated that China opposes external forces interfering in Venezuela's internal affairs and opposes military intervention in the South American country. ""The draft resolution before us (by the US) is seriously inconsistent with China's principal position, as I stated above. Therefore, China had to vote against it,"" Wu said. The Russian draft called for the peaceful settlement of disputes and a political solution, and it reaffirmed the primary role of the government in seeking and consenting to international aid. ""We drafted an alternative draft resolution, the aim of which is not to incite political intrigues and regime change but rather to genuinely help the Venezuelan people in efforts to normalize the situation in the country,"" said Russian Ambassador Vassily Nebenzia. The Russian draft gained four votes in favor, seven against and four abstentions. China voted in favor, joined by Russia, South Africa and Equatorial Guinea. Wu called upon the Venezuelan government and opposition parties to seek a political solution through dialogue and consultation within the constitutional and legal framework. It was the third Security Council meeting seeking solutions to the political tensions in Venezuela, which began to escalate in January, when Guaido, National Assembly president, declared himself interim president and was recognized by the United States and some other countries. According to Xinhua, a US-backed effort on Saturday to deliver ""humanitarian aid"" to Venezuela through border crossings met strong resistance from the Venezuelan government, as President Nicolas Maduro believed the aid, mainly from the United States, was cover for a military invasion. The Venezuelan government has closed borders with Brazil and Colombia, along with some air and sea routes.",2019-03-01 23:34,https://africa.chinadaily.com.cn/a/201903/01/WS5c795112a3106c65c34ec454.html,chinese,South China Sea dispute
24,EnglishZhongGuoRiBao-2019-02-16 20:03-24,          Goal on South China Sea agreement gets Thai nod        ,"Thailand on Saturday noted with appreciation China's vision to conclude negotiations on the Code of Conduct in the South China Sea within three years. Thai Foreign Minister Don Pramudwinai made the remarks during an in-depth exchange of views over the South China Sea with State Councilor and Foreign Minister Wang Yi, who is visiting Thailand for strategic consultation from Friday to Saturday. Don said Thailand is willing to join hands with other ASEAN countries and actively push forward the speed and quality of negotiations with the goal of the vision China has proposed, according to a press release from the Foreign Ministry. An early agreement on a code of conduct that is in line with regional reality and abided by all parties will benefit both the region and international community, he said. Both sides spoke positively of the improving situation in the South China Sea and agreed that the momentum for enhancing dialogue, and controlling and managing disputes, as well as deepening cooperation, is continuously strengthening, according to the release. They also stressed that related countries should continue to peacefully solve disputes through friendly negotiations and talks. China and ASEAN countries, as signatories to the United Nations Convention on the Law of the Sea, will jointly safeguard the freedom of navigation and overflight in the South China Sea in accordance with the law to maintain the region's peace and stability, they added. In November last year, at the China-ASEAN Leaders' Meeting in Singapore, leaders from 11 countries unanimously agreed to finish the first reading of the single draft negotiating text of the COC by 2019.",2019-02-16 20:03,https://www.chinadaily.com.cn/a/201902/16/WS5c67fc2fa3106c65c34e9aec.html,chinese,South China Sea dispute
25,EnglishZhongGuoRiBao-2019-01-15 08:00-25,Poor global outlook won't affect economy,"In terms of real economic performance, the year 2018 was ""terrible"" for the world. While it will take some time for the countries to publish their GDP, trade and other economic data for 2018, some major economies are expected to maintain positive growth. But the extremely volatile stock markets worldwide can be taken as a ""barometer"" of the world economy, and it shows that investors suffered huge losses.  Besides, the rise in primary commodities' prices, represented by oil in the first three quarters of 2018, has dealt a blow to consumers. In particular, because of the volatility of the stock markets - from China to the US to other major economies - the total market value loss last year could reach up to $20 trillion.  Stock market turmoil to hurt real economy  The FTSE All-World Index, which tracks thousands of stocks across markets, was down 12 percent last year - its worst performance since the 2008 subprime crisis which led to the global financial crisis - in stark contrast to the nearly 25 percent gain in 2017. The turmoil in the stock markets has not yet caused the GDP of major economies to shrink, but given the central role of finance in the modern economic system, a plummeting stock market will gradually start hurting the real economic sector.  Worse, as the world's two largest economies, China and the United States both saw a dip in their economic activity indexes in December.  China's Purchasing Managers' Index for the manufacturing sector averaged 50.9 percent last year, indicating overall growth of the sector for whole year. However, the PMI fell below 50 percent, the threshold between expansion and contraction, to 49.4 percent in December for the first time since July 2016. The US Dallas Fed Mfg Business Index, which assesses the Texas state factory activity, too, fell to minus 5.1 in December, the biggest drop since 2013.  Since the combined nominal GDP of the US and China accounted for 39.2 percent of the world total in 2017 and their contribution to global economic growth reached 57.6 percent in 2016, the cooling of economic activity in the two countries at the end of 2018 will inevitably affect other economies around the world.  Bearish mid-term outlook for 2019  In the face of cooling global trade and financial market volatility in 2018, especially in the second half of the year, international economic bodies and commercial financial institutions have successively lowered their forecast for world economic and trade growth for 2018 and 2019. And their outlook for medium-and long-term economic development is bearish. For example, Japan's Nomura Research Institute said the global economy has entered an irreversible downward path. In a mid-2018 report, the World Bank, too, said the world economy could be in a ""dark decade"" of low growth and high systemic risk starting from 2019.  So, is the world economy really headed for a period of low growth, even recession?  The poor global economic performance and stock market volatility in 2018 can be attributed to some intrinsic factors, such as the aftermath of quantitative easing and other abnormal monetary policies implemented by major central banks after the subprime crisis. But the rise of protectionism and a series of trade disputes the US has triggered against major economies, including China, have caused a lot of trouble for global trade.  Still, given that the US could suffer another financial crisis and its real economic sector could again plunge into depression, the global economic and trade outlook for this year is not optimistic. Especially, because despite facing a possible financial crisis, even depression, neither the US nor European countries, nor emerging market economies have taken countermeasures. Making matters worse are some political problems that pose a risk to the global economy this year and could even escalate into a crisis endangering peace and stability in the world.  US actions pose a risk to global economy  China and the US have reached a consensus not to impose higher tariffs on each other's imports for 90 days pending an outcome in bilateral trade negotiations. But due to the US' increasing protectionist inclination, it is still unclear whether the two countries can reach a long-term accord and prevent a trade war - not least because the US administration seems hell-bent on violating all existing agreements. The US is also creating trouble by refusing to approve new judges to the World Trade Organization's appellate body after its two judges' terms ends this year, which risks leaving the WTO essentially paralyzed.  More worryingly, some forces in the US are intent on pushing Sino-US relations toward confrontation. In a speech delivered at Hudson Institute on Oct 4, US Vice-President Mike Pence accused China of ""meddling in America's democracy"", and criticized China's ""militarization"" of disputed areas in the South and East China seas, and its practice of ""debt diplomacy"" in developing countries. Pence's remarks reminded one of the Cold War days.  And on Dec 31, Trump signed a bill proposed by some anti-Beijing senators that allows the US to sell more arms to Taiwan and encourage senior US officials to visit the island, casting a shadow on Sino-US relations as well as the situation across the Taiwan Straits.  China has consistently shown its sincerity and made maximum efforts to avoid the ""Thucydides trap"". But whether the US will respond in kind does not depend on China's efforts alone. The world economy faces a gloomy prospect, but that does not mean there is no hope of an upturn.  Stabilizing role in world economy  First, China's centralized and unified leadership has been adopting effective measures to stabilize growth, in order to boost the economy and prevent it from hitting the bottom. The past decade has shown that the Chinese economy is no longer just the ""economic stabilizer"" of East Asia; it is also a powerful ""engine"" driving the world economy. Based on the value of the dollar in 2015, China's contribution to world economic growth was 41.3 percent in 2016, compared with 16.3 percent of the US and 1.4 percent of Japan. Needless to say, the steady growth of China's contribution to global economic growth has played a stabilizing role in the world economy.  Second, the nearly 70 years of New China's history shows the country has the capacity to turn a crisis into an opportunity for further reform. In its 40 years of reform and opening-up, China has faced many external shocks - from the global debt crisis in the early 1980s and the 1997-98 East Asian financial crisis to the 2008 global financial crisis. And it has turned each one of those crises into an opportunity to raise its status in the international economic system.  Still, the unprecedented challenges facing the global multilateral trading system represented by the WTO may create new challenges for China's economic development. However, a series of preemptive measures that China has taken, such as the Belt and Road Initiative, is expected to offset the negative impacts of an external crisis on the Chinese economy and, instead, promote its further development through closer economic and infrastructure connectivity with a number of countries across the world.  The author is a researcher at the International Trade and Economic Cooperation Institute of the Ministry of Commerce.  ",2019-01-15 08:00,http://www.chinadaily.com.cn/cndy/2019-01/15/content_37427108.htm,chinese,South China Sea dispute
26,EnglishZhongGuoRiBao-2019-01-15 07:50-26,US admiral's trip an opportunity to have results-focused dialogue," The Foreign Ministry said on Monday that a healthy and stable military-to-military relationship between China and the United States is in both countries' interest, especially when bilateral ties are at a crucial juncture.  The comment came after the US Navy said in a statement that Admiral John Richardson, chief of naval operations, is currently visiting China to meet with the Central Military Commission leadership and Chinese Navy commander Vice-Admiral Shen Jinlong.  The goal of the three-day visit, to be concluded on Wednesday, is to continue a dialogue between the two militaries that is focused on results and risk reduction, it said.  ",2019-01-15 07:50,http://www.chinadaily.com.cn/cndy/2019-01/15/content_37427003.htm,chinese,South China Sea dispute
27,EnglishZhongGuoRiBao-2019-01-08 07:25-27,VP to attend forum in Davos,"Wang Qishan will deliver speech, share China's viewpoints, development plans Vice-President Wang Qishan will attend the annual meeting of the World Economic Forum in Davos later this month, making further efforts to reiterate China's viewpoints and proposals on its development and major global issues. Wang will visit Switzerland from Jan 21 to 24 and deliver a speech at the WEF annual meeting, Foreign Ministry spokesman Lu Kang announced on Monday. Wang will also meet with Klaus Schwab, founder and executive chairman of the forum, and exchange views with participants from various fields, Lu said. ""China is firmly confident that its economic fundamentals will remain sound in the long term and the Chinese economy will keep growing at mid and high speed toward becoming a medium and high-end economy,"" Lu said at a regular news conference in Beijing. In response to some pessimistic expectations on the Chinese economy, Lu noted that the general steady growth trend remains unchanged. ""Despite some uncertainties and destabilizing factors from the outside environment, China's development has full tenacity and huge potential,"" he said. Beijing protests Xisha incursion of US warship In another development, China lodged solemn representations with the United States for a US Navy warship trespassing on Monday into China's territorial waters off the Xisha Islands in the South China Sea. ""China immediately sent military vessels and aircraft to identify and verify the US warship in accordance with the law, and to warn it off,"" Lu said. The operation violated Chinese and related international laws, severely undermined China's sovereignty and jeopardized the peace, security and good order in those waters, he said. ""China firmly opposes the US action and urges it to immediately stop such provocation,"" he said, adding that China will continue to take necessary measures to safeguard its sovereignty and security. The guided-missile destroyer USS McCampbell sailed within 12 nautical miles of the Xisha Islands on Monday, the same day that the first round of face-to-face trade talks between Beijing and Washington got underway in Beijing after President Xi Jinping and his US counterpart Donald Trump reached an agreement in Argentina on Dec 1. When asked about the US naval operation's impact on the trade talks, Lu said resolving issues between the two sides, including trade disputes, would benefit both countries as well as the world.",2019-01-08 07:25,https://usa.chinadaily.com.cn/a/201901/08/WS5c33dff4a31068606745f5ae.html,chinese,South China Sea dispute
28,EnglishZhongGuoRiBao-2019-01-08 06:40-28,Ten events most likely to hit the headlines in 2019,"Editor's note: Diplomatic breakthroughs in the Korean peninsula, China-US trade tensions and continuing Brexit negotiations were some of the stories that dominated the headlines in 2018. With 2019 having just arrived, how will these stories develop? Hope: An easing of the China-US trade dispute The year 2019 marks the 40th anniversary of the forging of diplomatic ties between the two countries. On the sidelines of the G20 summit in Buenos Aires on Dec 1, Chinese President Xi Jinping and US President Donald Trump agreed to stop imposing new tariffs and to continue bilateral trade negotiations. Dialogue on trade issues has since been frequent.",2019-01-08 06:40,https://usa.chinadaily.com.cn/a/201901/08/WS5c33d544a31068606745f583.html,chinese,South China Sea dispute
29,EnglishZhongGuoRiBao-2019-01-03 20:21-29,It would be great if Britain could step out of the past: China Daily editorial,"Given its coming divorce from the European Union and its desire to show it is its own master, Britain seems to feel the need to demonstrate that its status is not dependent on it being part of the European collective. But its intended means of displaying its glorious independence in Southeast Asia will only mark it out as a troublemaker. British Secretary of State for Defence Gavin Williamson in an interview with The Sunday Telegraph last week, said Britain would open two new military bases in ""a couple of years"", one in the Caribbean and the other in Southeast Asia with Singapore and Brunei as possible sites. This would unnecessarily break the current strategic equilibrium in the Asia-Pacific and fuel new tensions at the geopolitical level. To be charitable, since Britain is hoping for a trade deal with the United States to keep its economy afloat after it severs its advantageous ties with its European partners, the move is perhaps one of desperation rather than malice. In recent years, Washington has used the regional maritime disputes as an excuse to meddle in regional affairs and a means to create discord, and it has been pressuring its allies to do the same. London will be keen to show it's willing to do so while holding out its cap for pennies. US President Donald Trump's announcement that Washington would stop playing the self-assumed role as a ""world policeman"" had raised hopes that the US would stop interfering in others' affairs. So Britain's plan to beef up its military presence in the region has naturally led people to think that London, unsatisfied with its previous role as Washington's deputy sheriff, may seek to polish its prestige by claiming the tin star that the US seems to be discarding. While that is beyond its capabilities, London as Washington's loyal follower has always been willing to do Washington's bidding, so there is no reason to think the new base will not do the same. To project its power through naval muscle-flexing is a residual of Britain's days of empire when it sent gunboats to convince others that homage was in order. Those days are past. It is no longer a time when outside forces can impose their will on the region. With the mutual efforts of China and the members of the Association of Southeast Asian Nations, the maritime disputes have not hindered efforts to enhance cooperation in the region.",2019-01-03 20:21,https://www.chinadaily.com.cn/a/201901/03/WS5c2dfe54a31068606745ec4c.html,chinese,South China Sea dispute
30,EnglishZhongGuoRiBao-2018-12-26 08:07-30,Global security faces severe challenges,"The international security situation this year has been as complicated as ever. The rise of unilateralism and protectionism along with nationalism and populism, the resurgence of strong-arm politics, intensified geopolitical competitions, and incessant regional turbulence and conflicts all pose serious challenges to the global security order and rules. Compared with previous years, the highlight of international security this year is China's warmer relations with neighbors, with the turmoil in the Middle East being the hotspot issue and the Sino-US trade conflict the biggest challenge. First, the consensus on managing a crisis to avoid a head-on confrontation remains even though the competition between major countries has intensified. The geopolitical competition among major countries has always been an important barometer of the changes in the international landscape. But now the competition has developed new trends. Concern over expanding geopolitical competition The geopolitical competition has extended to multiple fields, shifting from coordination and cooperation to confrontation and rivalry. But despite the contradictions between China and the US, and between Russia and the US being the major contradictions, non-confrontation and non-conflict continue to be the bottom line in major country relations. Second, even though major countries are focusing more on traditional security, an all-out military confrontation is not likely to happen. The continuous growth in major countries' military budgets, adjustments and arrangements in their military strategies, rapid development of information technology and intelligent weapons, and the United States' withdrawal from the Intermediate-Range Nuclear Forces (INF) Treaty all show major countries have renewed their focus on traditional security. Which in turn has triggered a new arms race that lays emphasis on winning the information war. But unlike the Cold War, the impact of this arms race can still be managed. Third, there is a notable change in the situation in the usual global hotspots. With the fierce competition among the major powers in key regions more profoundly influencing the developments in hotspot issues, regional situations seem to be swaying from one end to the other. For instance, the US' withdrawal from the Iran nuclear deal and re-imposition of comprehensive sanctions on Iran have caused much upheaval in the Middle East. In addition, the unresolved regional and global conflicts are constantly releasing their destructive energy. For example, the European migrant crisis has had a chain reaction on Europe's political, economic and societal development, giving rise to nationalism and populism in a number of European countries, and increasing hate crimes, even turmoil. Also, as the security situation on the Korean Peninsula improves, the Middle East and South Asia face a more complicated and turbulent situation. Fundamental changes in Sino-US relations Fourth, some fundamental changes have occurred in China-US relations, but the possibility of a new Cold War is low. The US has made strategic changes to its China policy, mainly in its understanding of interests, threats and attitude. It has listed China as a major competitor, a revisionist country, a neo-imperialist, a nurturer of State capitalism and an unfair trader. The US also sees China's rise as a structural challenge to its global leadership. Accordingly, US strategies focus on dealing with so-called threats from China and Russia. Which signifies a radical change in the US' policy on China. How to reshape bilateral ties is a challenge both sides have to take up. Fifth, China's relations with neighbors, including India, Japan and member states of the Association of Southeast Asian Nations, have greatly improved, although some hotspot issues could recur such as the Diaoyu Islands dispute, the South China Sea issue and the boundary dispute between China and India. Sixth, the rapid developments in the field of science and technology have had notable beneficial effects as well as adverse impacts on societies. The rapid creation and application of new technologies including artificial intelligence, biotechnology, big data and cloud computing have brought about changes in production methods, and people's thought process and lifestyles. Still, the international community is worried about the negative impact of new technologies－for instance, they could lead to a spiritual, ethical or moral crisis, even political or economic crisis. Nationalism a threat to global security But despite the international order and landscape not undergoing any fundamental or qualitative changes, the pace of quantitative change appears to have gathered speed. Given such a complicated and uncertain international security situation, the international community should attempt to build a consensus on and strengthen global security governance. But since rising nationalism is threatening to shake the foundation of global security governance, giving rise to multiple new challenges, such a consensus seems a distant dream. To begin with, the security governance system is under siege. The US withdrawal from the Iran nuclear deal and the INF Treaty has had a big impact on regional and global strategic stability and cast a shadow on the nuclear nonproliferation regime and global nonproliferation efforts. Besides, global security governance has suffered a setback due to major countries expanding their defense budgets and attaching increasing importance to traditional security. In particular, the US administration's ""America first"" policy has weakened the global security governance system and violated the common security values. And to meet their domestic political requirements, some major countries are undermining the global security governance system. For instance, when dealing with nontraditional security threats such as climate change and migrant crisis, some major countries, to fulfill their domestic agenda, have failed to honor their global commitments and thus weakened global security governance. To address the new security challenges, President Xi Jinping has proposed the concept of common, comprehensive, cooperative and sustainable security and a path of security featuring consultation, joint contribution and shared benefits, and thus provided a practical and feasible way of maintaining world peace and security. This philosophy, if incorporated in global security governance, will make the world a secure and better place for all countries and peoples.",2018-12-26 08:07,https://europe.chinadaily.com.cn/a/201812/26/WS5c22c635a310d91214050d62.html,chinese,South China Sea dispute
