,nid,title,content,time,url,language,event
20,huanqio-2019-02-22 17:01-20,对英方“派军舰到南海”言论，外交部这样回应,　　2月22日，外交部发言人耿爽主持例行记者会。有记者提问，英国财政大臣昨日发言表示近期英方有关“派遣军舰到太平洋有关海域”的论点对中英关系带来不良影响，有传闻称英国财政大臣哈蒙德访问中国的行程因此被取消，对此中方有何回应？ 　　耿爽表示，关于英国国防大臣威廉姆森的有关表态，中方已经多次回应。中方重视中英关系，希望英方能够切实尊重中方的核心利益和重大关切，为推动中英关系的健康稳定发展作出努力。至于你提到的英国财政大臣哈蒙德访华的有关问题，我们曾经表示过，我们欢迎哈蒙德财政大臣的访华。,2019-02-22 17:01,http://world.huanqiu.com/article/2019-02/14380798.html,chinese,南海争端
21,huanqio-2018-08-29 09:00-21,美炒作中国“核武器进南海” 菲律宾防长驳斥," 6月3日，美国仁慈号医院船和日本“大隅”号两栖登陆舰在南海演练。 　　【环球时报综合报道】针对美国防部在日前发表的2018年度中国军事与安全发展报告中称“中国可能派能携带核武器的轰炸机到南海攻击美国盟友的设施”，菲律宾防长洛伦扎纳27日表示，中国没有理由这么做，菲律宾不是中国的威胁。 　　据菲律宾《马尼拉公报》28日报道，美国该报告还称，中国可能使用核电站来给南海岛屿提供电力。“核武器进南海”的说法在菲律宾引发关注，菲律宾国防部试图淡化火药味，洛伦扎纳27日说，“我们正在以非军事的手段处理海洋争端，中国不需要引入核轰炸机或者核武器”。 　　美国该报告还称，中国不透明的核武现代化计划很容易引发外界担忧，美国防部分析认为，中国可能转变此前“不首先使用核武器”的方针。
 　　“美国国防部这份所谓报告对中国进行无端指责十分可笑”，中国外交部发言人华春莹28日表示，自拥有核武器的第一天起，中国政府就郑重声明，在任何时候和任何情况下都不首先使用核武器。中方始终恪守这一承诺，坚定奉行自卫防御的核战略，始终把核力量维持在国家安全所需的最低水平，没有对任何国家构成威胁。我们坚决反对任何肆意歪曲中方政策意图、为自己扩大和加强核武库寻找借口的拙劣做法。
",2018-08-29 09:00,http://mil.huanqiu.com/world/2018-08/12863109.html,chinese,南海争端
22,huanqio-2018-08-29 04:00-22,美报告制造南海紧张气氛，遭中菲驳斥," 　　【环球时报综合报道】针对美国防部在日前发表的2018年度中国军事与安全发展报告中称“中国可能派能携带核武器的轰炸机到南海攻击美国盟友的设施”，菲律宾防长洛伦扎纳27日表示，中国没有理由这么做，菲律宾不是中国的威胁。 　　据菲律宾《马尼拉公报》28日报道，美国该报告还称，中国可能使用核电站来给南海岛屿提供电力。“核武器进南海”的说法在菲律宾引发关注，菲律宾国防部试图淡化火药味，洛伦扎纳27日说，“我们正在以非军事的手段处理海洋争端，中国不需要引入核轰炸机或者核武器”。 　　美国该报告还称，中国不透明的核武现代化计划很容易引发外界担忧，美国防部分析认为，中国可能转变此前“不首先使用核武器”的方针。 　　“美国国防部这份所谓报告对中国进行无端指责十分可笑”，中国外交部发言人华春莹28日表示，自拥有核武器的第一天起，中国政府就郑重声明，在任何时候和任何情况下都不首先使用核武器。中方始终恪守这一承诺，坚定奉行自卫防御的核战略，始终把核力量维持在国家安全所需的最低水平，没有对任何国家构成威胁。我们坚决反对任何肆意歪曲中方政策意图、为自己扩大和加强核武库寻找借口的拙劣做法。
",2018-08-29 04:00,http://world.huanqiu.com/exclusive/2018-08/12860946.html,chinese,南海争端
23,huanqio-2018-08-17 22:14-23,侠客岛：美国又在打南海什么主意？, 8月13日，美国总统特朗普签署了军费的2019年度国防预算和《国防授权法案》。 　　本来嘛，这个《国防授权法案》是每年的常规操作，我们毋需多做评论。但是今年的法案数额之大，却让人不得不怀疑其居心——总额达7163亿美元，增幅高达2.6%，是美国军费9年来的最大涨幅，创下伊拉克战争和阿富汗战争以来的新高 。而在中美贸易纠纷的大背景下，此项法案的多项内容却都剑指涉华贸易投资管制、南海、台湾等敏感议题， 实在值得我们谨慎对待。 　　在前两天的文章中，侠客岛从大面上对这一法案进行了分析，今天我们想专门就其中关于南海的两小节内容聊一聊。 　　法案SEC.1259要求美国国防部定期提供中国在南海的一切重大行动信息 ，包括新的填海动作、过度的领土主张和“军事化”事件，如重要的军事部署和军事行动，以及基础设施建设等。 　　法案SEC. 1259要求美国国防部不得邀请中国军队参加“环太军演”或为此提供便利 ，除非“中国停止在南中国海的所有填海造陆行动，移除所有相关岛礁上的武器，并持续推动该地区的和平稳定达4年以上”。 　　虽然在2012年前后，南海即成为美国国会的热门话题，近些年来，美国国会两院也频繁发起有关南海的各种提案，密集开展听证会，但如此明确地将针对中国的南海条款写到美国《国防授权法案》，还是第一次。 　　怎么看？  《国防授权法案》SEC. 1259截图 　　性质 　　《国防授权法案》是美国发布的财年国防预算的授权法案，经参议院和众议院审议通过后，由美国总统签署生效即成为法律，它实质上是美国国会以预算为杠杠，通过立法方式与白宫和国防部进行博弈、发挥国防外交影响的关键性法案 。 　　岛叔要特别说明的是，法案虽然是年度的，但其中的条款却具有长期效力，除非后面新的法案对此前法案的条款进行修改、调整和删除。 　　历史上看，《国防授权法案》对中美关系长期起着比较负面的作用 。自美国2000财年《国防授权法案》生效后，美国国防部按要求每年向国会提交的《中国军力报告》，逐步成为美国“中国军事威胁论”的权威素材。 　　美国《国防授权法案》在台湾问题、两军交流和高科技出口等方面的限制性规定，也是阻碍中美在战略与安全问题上良性互动的主要因素。 　　而2019财年《国防授权法案》的出台，标志着美国介入南海事务的力度 进一步加大，这些负面条款未来必将激化中美在南海的矛盾和斗争。  影响 　　《国防授权法案》发布后一个最直接的影响是，美国国防部定期提交针对中国南海行为的报告，会加剧中美南海“军事化”博弈的烈度。岛叔在前面的文章中多次提过，美国南海政策正快速走向“ 军事化 ”，中美关于南海“军事化”的斗争也日趋激烈。 　　一方面，在现场，美军对中国迅猛发展的军事现代化感到极不适应，为此极力加大在南海及其周边地区的军力部署，强化在南海的军事存在和战场建设，力图维持中国军队与其的差距，维系海上主导地位。 　　南海的行动几乎已经消耗了美军西太前沿兵力的60%。岛友看如下的数据会更直观： 　　美军舰机每年闯入中国南海岛礁12海里内多达10余次，对中国岛礁和海岸抵近侦察上千次，在南海演习上百次。 　　另一方面，在舆论上，美方已经为中国正常的军事能力建设和维权行动扣上了“南海军事化” 的大帽子，在国际上对中国极尽诽谤抹黑之能事。丝毫不考虑中国作为南海最大沿岸国的合法权益及地位，也竭力回避自己在南海愈演愈烈的“军事化”政策及动作。 　　近两年来，为了保持专业性，美军现场动作不断升级，舆论炒作调门有所降低。而在新的《国防授权法案》的背景下，美军出于国内政治和法律的双重考虑，将不得不加大中国“南海军事化”的舆论 炒作。 此外，国会还在条款中明确要求，针对南海中国行为的报告必须向公众公开，这些报告一旦出台，本身就会成为媒体竞相关注炒作的焦点。 　　间接的影响是，新《国防授权法案》压缩了国防部等行政部门和军方的政策弹性空间，这使得美国在南海针对中国的力度和动作会显著加剧。 通常，美国军方与国会的态度有所不同，出于发展两军关系和互通有无的考虑，在执行层面会保有一定的弹性，并不愿意把事情做绝;在专业层面能解决的问题，也不倾向于盲目扩大到政治和战略层面。 　　而新的《国防授权法案》要求美国国防部定期报告中国在南海的重大军事行动并付诸公众舆论，在镁光灯下，美国国防部和美军的反应也势必会加剧，以避免给美国境内外留下“软弱无能”的形象。  预警 　　南海之外，在台湾问题上，美国也直逼中国“红线”。 新《国防授权法案》要求国防部加强与台湾的防务关系，支持台湾发展现代化的国防军力，帮助提升台湾的自卫能力。 法案建议美军应适度参加台湾军事演习，有针对性的加强对台军售。 　　法案还要求根据《台湾旅行法》，促进美台高层国防官员和一般官员的交流。这波操作所带来的两岸关系的最新预警也值得注意。 　　总之，岛叔想要说的是，贸易摩擦目前已经使得中美关系下行趋势在短时间内难以避免，而中美海上战略竞争、角力的加剧，使得双方矛盾在多重领域加速聚集，可谓事态严峻。 　　对此，中国既要防止海上竞争与贸易摩擦共振，同时更要毫不动摇坚守自身国家利益的底线，在维护核心利益上决不含糊。,2018-08-17 22:14,http://world.huanqiu.com/article/2018-08/12749968.html,chinese,南海争端
24,huanqio-2019-06-28 08:30-24,美军想借船厂“重返苏比克湾” 意图搅浑南海？,"　　【环球时报报道】随着美国在南海不断做出挑衅行为，距离南海较近的菲律宾苏比克湾的战略意义日益重要。美国《星条旗报》26日透露，如今韩进重工在菲律宾的子公司苏比克造船厂陷入破产困境，这为美国海军“重返苏比克湾”、在南海“就近对抗中国”提供了难得的机遇。但接受《环球时报》采访的专家27日表示，美军借此“重返苏比克湾”并没有想象的那么容易。 　　靠菲船厂“借尸还魂” 　　报道称，韩进重工在菲律宾的苏比克船厂，是世界上第五大造船厂，拥有超过3万名菲律宾雇员。该船厂具备强大的造船实力，在今年2月破产关闭之前，先后建造123艘大型集装箱船、散装货船和原油、液化天然气与矿砂运输船。今年早些时候，该造船厂正式宣布破产，欠下巨额外债。最初两家中国公司曾表示出接手苏比克造船厂的意向，一度在美国引发“中国进军苏比克湾”的恐慌。中国企业退出后，荷兰达门船厂集团和美国企业成为最新出现的意向投资者。 　　美国海军退役军官布赖恩·布泽尔在美国海军研究学会网站上撰文提出，韩进旗下苏比克造船厂的经济困境，是美军“重返苏比克湾的黄金机会”。美国太平洋舰队副发言人内特·克里斯滕森中校26日证实，“美国海军正在探索韩进苏比克造船厂作为潜在维修基地的可行性，目前还没有做出最终决定。” 　　布泽尔认为，苏比克造船厂可以帮助美国海军更好完成在西太平洋的使命，也有助于对外彰显美菲盟友关系的牢不可破。因此，美国政府应当知会菲律宾有关部门，采取一种可行的政府与社会资本合作的模式，重新开放和运营苏比克造船厂。
 　　弥补“第一岛链”薄弱一环
 　　据介绍，苏比克湾坐落在菲律宾吕宋岛西南岸，曾是美军在东南亚最大的军事基地，东南距马尼拉80公里，西北距中国三亚约1200公里，西南与越南金兰湾隔海对峙，可有效控制马六甲海峡、巽他海峡、望加锡海峡和巴士海峡等，是扼守西太平洋与印度洋的海上交通要冲，战略地位非常重要。
 　　香港《亚洲时报》曾分析称，美军撤出苏比克湾以后，菲律宾成为美国围堵中国的“第一岛链”最脆弱环节。菲律宾与台湾岛相望的巴士海峡，是中国潜艇前出太平洋的捷径。
 　　《星条旗报》称，在美国海军1992年撤出苏比克军事基地之前，苏比克湾曾是数千名美国海军及其家人的驻扎地。即使到了今天，对于经常在赞巴雷斯省附近练习海滩登陆的美国军舰和海军陆战队来说，苏比克湾仍然是一个经常停靠的港口。“随着中国努力在南海人造岛上增加军事部署，苏比克湾作为战略港口的重要性日益增强”。
 　　“以民为军”暗藏祸心
 　　布泽尔认为，美国海军的“航行自由”行动和美国空军在南海的飞越行动，“无法阻止中国逐步赢得对南海的事实主权”。而有了苏比克造船厂的就近保障，美国海军不必像以前那样，把船只拖到千里之外的珍珠港进行维护或修理。在美国本土造船厂纷纷关门之际，公私合营的苏比克造船厂有助于美军确保太平洋海域的军舰“可用并做好战斗准备”。“美国介入苏比克造船厂后，中国将成为最大输家”。
 　　夏威夷大学菲律宾专家帕特里夏·阿比纳乐认为，美国海军返回苏比克湾的想法听起来不错，但美方需要拿出更多的激励措施，才能吸引菲律宾参与进来。美国需要向菲律宾提供的不仅是官方访问和安全保证、越南战争时代的国民警卫队巡逻舰，还必须提供退役军舰等实实在在的军事援助。
",2019-06-28 08:30,http://mil.huanqiu.com/world/2019-06/15060879.html,chinese,南海争端
25,huanqio-2019-02-17 10:24-25,专家解读英国缘何频频在南海寻衅滋事,"　　近来，英国在南海动作频频，引起国际舆论关注，也遭到中国政府的强烈反对和谴责。 　　去年9月，一艘英国海军船坞登陆舰擅自闯入我西沙群岛领海，被中国海军驱逐。12月，英国防长威廉姆森在接受英国媒体采访时表示，英国脱欧后将在新加坡和文莱建立军事基地。今年1月，英国皇家海军护卫舰在南海与美国军机和军舰举行联合军演，演练通讯、机动等科目。本月11日，威廉姆森在皇家三军联合研究所发表演讲时又宣布，英国将派遣“伊丽莎白”号航母，携F-35B战机前往亚太，展示“硬实力”。 　　作为大西洋的岛国，英国缘何不远万里，来南海寻衅滋事？威廉姆森在该研究所发表的长篇演讲，全面阐述了脱欧之后英国的国防战略，或许可以为解答这个问题提供一些线索。 　　威廉姆森声称，英国要建立全球军事存在。他认为，英国遇到了50年来未有之机遇，应抓住这个机遇，恢复旧联盟、建立新联盟，作出新的战略定位。在这个大国竞争的时代，英国不应仅仅满足于保护好自己的后院。英国是一个全球大国，拥有全球利益。英国在南海周边建立军事基地，标志英国自1960年代中期执行的从苏伊士运河以东地区撤离战略的终结，英国将成为“真正的全球角色”。 　　威廉姆森强调，英国要继续发挥对全球安全的领导作用。在罗列了英国在欧洲，特别是波罗的海、地中海、乌克兰、巴尔干等地区所发挥的军事领导作用之后，威廉姆森指出美国是英国“最紧密的伙伴”，英国要加强“五眼国家联盟”，要加强与新加坡和马来西亚、东盟、日本、韩国和印度等国家的关系，以在全世界实现英国影响力的投送和最大化。有人认为，英国脱欧之后在东南亚建立军事基地是脱欧入亚的表现，说明英国将把军事重点从欧洲转向亚太。这种看法是小看了英国的“雄心壮志”。
 　　威廉姆森还指出，英国要强化强军建设。海军要开发具有多种功能的濒海舰，并组建两支由濒海舰组成并辅之于护卫舰、补给舰、直升飞机的濒海舰队，一支将部署在印太地区，另一支游弋地中海、大西洋和波罗的海。空军要开发大批量能干扰和压制敌人防空系统的无人机。陆军将继续开展装备现代化建设。九九归一，所有这些举措都是为了提高部队的战斗力和杀伤力这个根本目标。
 　　从威廉姆森的演讲中，不难看出英国在南海寻衅滋事不是偶然的，其背后的逻辑有三点。
 　　一是不当二流国家的心态在作祟。二战结束以来，尽管英国人认识到国家命运发生了巨大变化，但就是不愿接受帝国每况愈下的颓势，从丘吉尔到现在的历代政治领导人都没有解决好这个问题，最终导致当前脱欧过程中出现进退两难的危局。英国在南海寻衅滋事意在展现其“军事大国”的形象，迎合人们“不服输”的心态，妄想再现当年日不落帝国的辉煌。
 　　二是紧跟美国当“小伙计”，刷存在感。英国心很大，但力不足。由于资金紧缺，开发威廉姆森演讲中提及的濒海舰和无人机两种武器系统实属纸上谈兵，更妄论把军事战线扩大到苏伊士运河以东地区。唯一可做的，便是派一两艘军舰跟着美国“大哥”到南海走一走，搞搞航行自由，或者举行联合军演，刷刷“大国”的存在感。然而，当前南海形势稳中趋好，牢牢处于中国等声索国的掌控之中，非美英等域外国家“搅局”所能撼动。
 　　三是扩大武器出口。作为世界上第六大武器出口国，英国在南海寻衅滋事，也有展示其武器、扩大军事装备出口、提振脱欧后英国经济的用意。
",2019-02-17 10:24,http://mil.huanqiu.com/world/2019-02/14331637.html,chinese,南海争端
26,huanqio-2019-02-15 10:21-26,英航母要来南海？英专家：中国1小时内就能击沉," 英国皇家海军伊丽莎白女王号航母 　　【环球网军事2月15日报道】据俄罗斯卫星通讯社2月14日报道，英国将向中国南海争议岛屿地区派遣搭载两个中队F-35B隐身战斗机的皇家舰队旗舰“伊丽莎白女王”号航空母舰。这是英国国防大臣加文·威廉姆森近日宣布的消息。他说，英国是南海的第二大投资国，为“捍卫利益”，应该展示出“强硬的力量”和“惊人的能力”。 　　报道称，英国在南海地区的军事存在近来确实有所增加。今年年初，英国皇家舰队的两艘战舰与美国一起在南海地区举行了联合演习。英国国防大臣加文·威廉姆森早前宣布了建设两个海军基地的计划：一个在东南亚，另一个在加勒比海域。他对此的解释是必须保护英国投资，但这个理由引起了诸多争议。 　　首先，英国的确是第二大投资国，但不是世界第二大投资国，而是欧盟的第二大投资国。联合国贸易和发展会议的统计数据表明，2017年度东联仍然是向东南亚诸国投资的最大投资方，占东南亚地区所有投资额的19.4%；接下来是日本和中国；排在第四位的是荷兰，荷兰是欧盟国家中对东南亚诸国投资最多的国家。英国对东南亚诸国的投资额仅占第9位。因此如果从投资额的逻辑来讲，荷兰人应该对维持东南亚地区的稳定局势上心得多才对。 　　此外，英国专家们自己也承认，出人意料上升的军事野心与英国国防领域的实际现状不相符。据《卫报》著名特约专栏作家西蒙·詹金斯写道，英国国防预算赤字至少达到70亿英镑。“伊丽莎白女王”号航空母舰将在2021年入列，唐宁街是否会批准这么昂贵的航行，尚且存在极大疑问，要知道任何类似行动都必须与英国首相进行协商。詹金斯写道，“伊丽莎白女王”号这种笨重的大型航母在南中国海将无事可做，在冲突情况下只会沦为活靶子，中国军舰在一小时内就能击沉它。
 　　中国国际问题研究院南太平洋研究所研究员沈世顺向卫星通讯社和广播电台证实，英军的这种行动没有任何现实的前提条件，况且类似军舰已经无法解决南海地区的任何任务。他说，英国只顾“秀肌肉”，但问题在于是否值值得这么做。
 　　沈世顺说：“至于英国派兵南海的真实目的，也只是秀一秀军事肌肉，展示自己所谓的硬实力，跟随和配合其盟友美国的步调。现在的世界早已不是”星条旗全球飘“的时代了，大英帝国殖民时代的雄风也已经成为历史，且殖民时代的思想已经是非常过时的了，历史也不会再重演，也不要再做日不落帝国这样的美梦了。早在新中国尚未正式成立之前，英国军舰就曾在长江横行霸道，就遭到了非常强硬的态度回应了。那么到了今天，中国已经不是当年那个被列强欺辱的弱国，如果英国在南海地区加强军事存在，如果英国军事存在涉及中国主权范围内的区域，我们会按照自己的正确方式维护国家尊严，予以回应。中国既不惹事，也不怕事。当然，英国要发展和南海周边国家的友好关系是可以的，符合英国利益，也符合南海周边国家的利益。如果是要来南海搅局，配合盟友美国的行动，不会受到周边国家的欢迎。”
 　　报道指出，东南亚国家联盟的伙伴们对英国在东南亚地区建设海军基地感到开心，这并不是事实。东南亚地区的军事化只会让地区局势不稳定，该地区的各国只能处在美国及其盟国与中国的对峙线上。而且对英国本身来说，在经济不确定的条件下，这种额外开支来的完全不是时候：欧盟将不可避免地把与英国脱欧相关的所有费用转嫁到英国头上。俄罗斯军事专家瓦西里·卡申认为，最主要的是，考虑到英国海军的现状，它在东南亚地区的存在几乎不能为美日澳已经拥有的军事潜力增添任何新的内容。他说，除了核潜艇之外，英国海军很早前就已经在几乎所有方面都次于日本和中国，在许多方面甚至逊于韩国海军。卡申认为，因此，除了嘲笑之外，英国海军的类似行动不会引起其亚洲盟国的任何反应。
",2019-02-15 10:21,http://mil.huanqiu.com/world/2019-02/14316519.html,chinese,南海争端
27,huanqio-2019-02-14 08:19-27,澳斥巨资购12艘超级潜艇 专家:或在南海围堵中国," 澳大利亚海军潜艇部队 　　【环球时报报道 特约记者 李强 本报记者 郭媛丹】澳大利亚政府与法国船舰制造巨头日前正式签署总金额高达500亿澳元的合同，向后者订购12艘“攻击”级常规动力潜艇。据专家介绍，该型潜艇可以视作是一种“核改常”的超级常规动力潜艇，水下连续续航时间和海上自持力非常高，服役后南海可能成为该型潜艇的重点活动区域，这将加剧地区紧张局势。 　　“核改常”的超级常规潜艇 　　《新西兰先驱报》中文网12日报道称，首艘潜艇将于2030年交付。报道称，在2016年4月，法国击败日本和德国，在澳大利亚的潜艇建造招标中中标。同年12月，双方在澳大利亚正式签署军购协议。但由于澳大利亚国内媒体报道潜艇成本过高和生产延迟等负面消息，这项潜艇建造的最终合同被推迟至今。而据俄卫星新闻网报道，该潜艇的首艇将被命名为“攻击”号。 　　中国军事专家李杰13日接受《环球时报》记者采访时表示，澳大利亚从法国采购12艘潜艇的主要原因之一是因为自身“柯林斯”级潜艇老旧、性能差。同时，澳方目前有提升自身海军作战能力的综合需求。 　　接受《环球时报》记者采访的另一中国军事专家表示，“攻击”级潜艇可以被视为一款“核改常”潜艇。它是以法国新一代“梭鱼”级攻击型核潜艇为蓝本研制的常规动力潜艇，法国向澳大利亚推销时，曾以澳大利亚本土的物种“短鳍梭鱼”命名，后改名为“攻击”级。“梭鱼”级核潜艇的水下排水量超过5000吨，而“攻击”级排水量也高达4500吨，它采用先进流体力学外形和静音效果很好的泵喷主推进器，低速巡航时噪音有望低于核动力的“梭鱼”级，也低于海洋背景噪音。该级潜艇是竞标时所有方案中吨位最大的，也是目前世界上已经确认建造的最大吨位常规动力潜艇。由于使用了不依赖空气推进系统，水下潜航时间超过20天，海上自持力3个月。另外，由于该潜艇设计源于“梭鱼”级核动力潜艇，所以理论上也存在“常改核”的可能，可进一步提高水下续航性能，降低被发现概率。
 　　可执行多样化任务
 　　澳大利亚此次采购的潜艇设计来自法国，而潜艇的武器系统和传感器将由美国防务巨头洛克希德·马丁公司设计和安装。该公司于2018年和澳大利亚签署价值7亿澳元的合同，为澳大利亚未来潜艇项目设计、制造和集成作战系统。据分析，该作战系统可能基于AN/BYG-1作战系统研制，基本武器装备可能包括多型水雷、“鱼叉”反舰导弹、Mk48 Mod7重型鱼雷等。除了常规的反舰导弹、重型鱼雷以外，该潜艇还能装备射程超过1500公里的潜射巡航导弹。巡航导弹的装备，加上潜艇隐蔽性的特点，将极大提高澳大利亚海军的战略威慑能力。由于艇体较大，该艇还可以安装更多的电子监听、侦察装备。届时，该级潜艇将完成反潜、反舰、海上封锁、侦察监视、支援陆上作战和特种作战等任务。
 　　南海或将成为重要活动区域
 　　李杰认为，未来12艘潜艇中可能有4-6艘进入“堪培拉”级准航母编队，配合美国在南海巡航，战时甚至有可能执行封锁战略海峡的任务。
 　　一位中国匿名军事专家对《环球时报》记者表示，澳大利亚对亚太市场的依赖决定了南海是澳大利亚海上生命线，澳大利亚在近些年表现出对南海问题格外关注，因此南海或将成为澳大利亚潜艇的重要活动区域。不过，潜艇是进攻性武器，很难用于保护交通线。该专家指出，该级潜艇在南海区域活动，很可能执行情报收集和监视、海上打击、封锁以及支援陆上行动等任务。除了单独执行任务以外，还能与美日海上力量共享情报，甚至围堵中国的水下力量，配合美国海军在南海执行任务。
 　　李杰认为，澳方此举一方面意在显示自己在印太地区是除印度之外的另一地区大国，因此这些潜艇未来会更多执行独立巡航任务，会较少和美国舰艇组成编队。另一方面，美国也将要求澳大利亚在印太地区扮演更重要的角色。澳大利亚很有可能会参与美国在南海地区组织的联合演习、编队联合巡航等任务。
 　　《新西兰先驱报》中文网认为，一些评论家对澳法两国的军事合作感到遗憾，因为这无疑将加剧太平洋地区的紧张局势。
",2019-02-14 08:19,http://mil.huanqiu.com/world/2019-02/14306394.html,chinese,南海争端
28,huanqio-2018-11-26 09:22-28,是否加入美南海“自由航行”？加拿大态度很谨慎,"　　【环球时报驻加拿大特约记者 陶短房】香港《亚洲时报》25日报道称，尽管加拿大海军在西太平洋海域的活动在过去两年间大幅增加，并一度引发外界各种猜测，但加拿大政府和军方已表示将在中美南海争端中采取谨慎态度，避免挑战中国。 　　目前，加拿大海军护卫舰“卡尔加里”号正在东亚海域执行任务。此前该舰指挥官萨尔特尔曾表示，加拿大有意每年向东亚海域派遣一两艘舰艇执行任务。有媒体据此猜测，加拿大准备参与美国在南海的“自由航行”行动。 　　对此，加拿大国防部在回应《亚洲时报》的置评请求时说，加拿大皇家海军是全球部署的军队，在其他海域支持盟国和伙伴，以改善全球各区域安全和稳定，符合加拿大国防政策。该报称，对于在存在争议的南海执行任务的构想，加拿大持谨慎态度。该国国防部表示，尽管加拿大支持根据国际法而制定的航行和飞越自由，但原则上不会介入外国领海或存在主权争端的海域。 　　加拿大全球事务研究所副总裁大卫·佩里注意到，加拿大政府和军方仅将“卡尔加里”号等军舰在东亚海域的部署和执行任务称作“前沿巡逻”，而避免使用“自由航行”。他认为这具有重要意义，表明加拿大并不想冒得罪中国这个重要贸易伙伴的风险，去执行这样一项任务。
 　　对于加拿大军舰在南海的航行，以及在日本海域和美国、日本军舰的联合反潜演习等，加拿大国防部官员告诉《亚洲时报》，加拿大皇家海军一直在亚太地区保持存在。但他们也强调，加拿大政府致力于发展和中国的防务关系。该报称，加拿大和中国的关系很可能成为特鲁多政府决定和实施加拿大海洋战略的重要考量。
",2018-11-26 09:22,http://mil.huanqiu.com/world/2018-11/13640976.html,chinese,南海争端
29,huanqio-2018-10-11 06:20-29,美媒：在南海，中国不战而屈人之兵,"　　美国《华盛顿邮报》10月9日文章，原题：特朗普总统正如何帮助中国在南海获胜  多年来，中国一直与美国在南海争斗。中国之道是遵循古老的孙子兵法“不战而屈人之兵”。中国人一直是每次迈出一小步：在这里开垦个岛屿，在那里修建一条飞机跑道，在争议海域临时部署一座石油钻塔，设置一个行政区等。每步都旨在形成一种“小现实”，却不会引发其他方的军事反应。 　　鉴于中国的地缘政治目标合情合理，其政策完全合理。北京如今在南海的做法，与美国19世纪和20世纪初寻求在周边海域确立战略支配地位时在加勒比海的做法很类似。对南海的有效控制将令中国能自由出入更广阔的太平洋并进一步“软化”台湾地区，最重要的是，这正令中国成为一个“两洋”海军强国。实际上，南海是通往印度洋的门户，而后者是21世纪至关重要的水域，相当于中东油田和东亚各大都市之间的全球能源“州际公路”。中国在南海的行动与其打造从印度洋到苏伊士运河和东地中海的“商业帝国”密不可分。 　　从中国视角看，美国才是好斗的霸权国家。美国海军从遥远的北美驶入南海，而后者如同加勒比海之于美国，是中国的“后院水域”。美国须直面一种重要现实：西太平洋不再是美海军一家独大的“湖泊”，中国重获大国身份必定带来一种更为复杂的多极状况。(如今)美国必须在印太地区为中国的空军、海军力量至少腾出一定空间，而关键问题在于腾出多少空间。 　　谨记，美国在南海周边的主要盟友越南和菲律宾别无选择，只能与体量庞大、经济上占主导地位且地理上更靠近的中国和睦相处。这些国家需要美国扮演制衡中国的角色，而非彻底成为中国的敌人。他们深知美国在亚洲的强大军事存在终究具有可选择性，所以中国才是在地区行事的核心考量要素。特朗普已向亚洲盟友传递出更多不确定性。这可能迫使这些国家决定单独与中国达成谅解。此类过程将悄然进行，鲜被承认。但总有一天，我们(美国)将被唤醒并意识到亚洲已发生不可逆转的变化。
",2018-10-11 06:20,http://oversea.huanqiu.com/article/2018-10/13228402.html,chinese,南海争端
30,huanqio-2018-10-10 08:21-30,菲总统：不会参加美军在南海、台湾海峡的军演," 菲律宾总统杜特尔特 资料图 　　【环球时报综合报道】“菲律宾不会参加美国11月在南海的军演”，菲律宾总统府发言人罗克9日在记者会上表示，菲总统杜特尔特已向中方保证，菲不会参加美国海军计划11月在南海、台湾海峡举行的军演，“我们不会做任何损害中国领导人来访氛围的事”。据菲媒报道，菲律宾方面期待中国领导人11月访菲。 　　据中国驻菲律宾大使馆消息，10月8日，杜特尔特在总统府会见中国驻菲律宾大使赵鉴华，就中菲关系发展等充分交换意见。杜特尔特表示，菲律宾人民及他本人热切期待习近平主席对菲进行首次国事访问，相信此访将成为菲中关系史上的里程碑。赵鉴华强调，中方愿同菲方密切配合，精心准备、做好设计、抓好落实，确保两国高层交往取得圆满成功，推动中菲关系发展迈上新的台阶。 　　据《菲律宾星报》9日报道，罗克还在记者会上透露，杜特尔特总统和中国大使均认为，共同开发“西菲律宾海”(菲对中国南海部分地区的称谓)争议地区，符合两国的最佳利益，“中方强调，他们不希望在南海同任何声索国或其他国家发生冲突，因为中国才是南海的最大利用者”。 　　美国有线电视新闻网(CNN)10月4日引述美国数名国防官员的消息称，美国海军建议太平洋舰队11月在南海和台湾海峡附近区域进行为期一周的军演，借此“警告中国”。该计划尚未得到美国官员证实，但各方已担心此举将进一步加剧中美紧张。
 　　菲律宾将参加10月下旬在中国湛江及其外海举行的中国—东盟海上联合军演。这是中国与东盟首次举行联合海上演习。
",2018-10-10 08:21,http://mil.huanqiu.com/world/2018-10/13219691.html,chinese,南海争端
